id,"culture","name","name_en"
283,"en","Forcayat",NULL
284,"en","Fortana",NULL
285,"en","Franconia",NULL
286,"en","Franc Noir de la Haute-Saône",NULL
287,"en","Franken Riesling",NULL
288,"en","Frankovka",NULL
289,"en","Fransdruif",NULL
290,"en","Frappato",NULL
291,"en","Freisa",NULL
292,"en","Freisamer",NULL
293,"en","French Colombard",NULL
294,"en","Fromenteau",NULL
295,"en","\"Frühburgunder",NULL
296,"en","Frühroter Veltliner",NULL
297,"en","Fumé Blanc",NULL
298,"en","Fumin",NULL
299,"en","Furmint",NULL
300,"en","Gaglioppo",NULL
301,"en","Galego Dourado",NULL
302,"en","Gamaret",NULL
303,"en","Gamashara",NULL
304,"en","Gamay Beaujolais",NULL
305,"en","Gamay Blanc Gloriod",NULL
306,"en","Gamé",NULL
307,"en","Gamza",NULL
308,"en","Garanoir",NULL
309,"en","Garganega",NULL
310,"en","Garnacha",NULL
311,"en","Garnacha Blanca",NULL
312,"en","Garnacha Tintorera",NULL
313,"en","Garrut",NULL
314,"en","Gelber Muskateller",NULL
315,"en","Girò",NULL
316,"en","Godello",NULL
317,"en","Goldburger",NULL
318,"en","Goldmuskateller",NULL
319,"en","Gordo",NULL
320,"en","Gouais Blanc",NULL
321,"en","Gouveio",NULL
322,"en","Graciano",NULL
323,"en","Graisse",NULL
324,"en","Granaccia",NULL
325,"en","Grand Noir de la Calmette",NULL
326,"en","Gran Negro",NULL
327,"en","Grapput",NULL
328,"en","Gras?",NULL
329,"en","Gra?evina",NULL
330,"en","Grauburgunder",NULL
331,"en","Grechetto",NULL
332,"en","Greco Bianco",NULL
333,"en","Greco Nero",NULL
334,"en","Grenache Blanc",NULL
335,"en","Grillo",NULL
336,"en","Gringet",NULL
337,"en","Grolleau Gris",NULL
338,"en","Groppello Gentile",NULL
339,"en","Groslot",NULL
340,"en","Gros Manseng",NULL
341,"en","Gros Plant",NULL
342,"en","Gros Rhin",NULL
343,"en","Gros Verdot",NULL
344,"en","Guarnaccia",NULL
345,"en","Gutedel",NULL
346,"en","Gutenborner",NULL
347,"en","Hanepoot",NULL
348,"en","Harriague",NULL
349,"en","Hárslevel?",NULL
350,"en","Heida",NULL
351,"en","Helfensteiner",NULL
352,"en","Herbemont",NULL
353,"en","heritage varieties",NULL
354,"en","Heroldrebe",NULL
355,"en","Hondarrabi",NULL
356,"en","Humagne Blanche",NULL
357,"en","Humagne Rouge",NULL
358,"en","Huxelrebe",NULL
359,"en","hybrids",NULL
360,"en","international varieties",NULL
361,"en","Inzolia",NULL
362,"en","Irsay Oliver",NULL
363,"en","Isabella",NULL
364,"en","Italia",NULL
365,"en","Italian Riesling",NULL
366,"en","Izsáki",NULL
367,"en","Jacquère",NULL
368,"en","Jaen",NULL
369,"en","Jaén Blanco",NULL
370,"en","João de Santarém",NULL
371,"en","Johannisberg",NULL
372,"en","Johannisberg Riesling",NULL
373,"en","Joubertin",NULL
374,"en","Juan García",NULL
375,"en","Juan Ibáñez",NULL
376,"en","Juhfark",NULL
377,"en","Juwel",NULL
378,"en","Kadarka",NULL
379,"en","Kanzler",NULL
380,"en","kék",NULL
381,"en","Kékfrankos",NULL
382,"en","Kékmedoc",NULL
383,"en","Kéknyel?",NULL
384,"en","Kékoportó",NULL
385,"en","Kerner",NULL
386,"en","Kevedinka",NULL
387,"en","Királyleányka",NULL
388,"en","\"Ki?mi?",NULL
389,"en","Klevener de Heiligenstein",NULL
390,"en","Klevner",NULL
391,"en","Knipperlé",NULL
392,"en","Kotsifali",NULL
393,"en","Kövérsz?l?",NULL
394,"en","Kövidinka",NULL
395,"en","Kratosija",NULL
396,"en","Ku?",NULL
397,"en","Labruscana",NULL
398,"en","L'Acadie",NULL
399,"en","Lacrima di Morro",NULL
400,"en","Lacrima Nera",NULL
401,"en","Lado",NULL
402,"en","Lafnetscha",NULL
403,"en","Lagorthi",NULL
404,"en","Lagrein",NULL
405,"en","Lairén",NULL
406,"en","Lambrusco",NULL
407,"en","Landot",NULL
408,"en","Laški Rizling",NULL
409,"en","Lauzet",NULL
410,"en","Leányka",NULL
411,"en","Leatico",NULL
412,"en","Lemberger",NULL
413,"en","Len de l'El",NULL
414,"en","Liatiko",NULL
415,"en","Limnio",NULL
416,"en","Lindenblättrige",NULL
417,"en","Lipovina",NULL
418,"en","Listán",NULL
419,"en","Listán Negro",NULL
420,"en","Listrão",NULL
421,"en","Lladoner Pelut",NULL
422,"en","Loureiro",NULL
423,"en","Macabeo",NULL
424,"en","Maceratino",NULL
425,"en","Mädchentraube",NULL
426,"en","Madeleine Angevine",NULL
427,"en","Madeleine Royale",NULL
428,"en","Magliocco Canino",NULL
429,"en","Majarca Alba",NULL
430,"en","Mala Dinka",NULL
431,"en","Malaga Blanc",NULL
432,"en","Malagousia",NULL
433,"en","Mali Plavac",NULL
434,"en","malmsey",NULL
435,"en","Malvar",NULL
436,"en","Malvasia",NULL
437,"en","Malvoisie",NULL
438,"en","Mammolo",NULL
439,"en","Mandelaria",NULL
440,"en","Manseng",NULL
441,"en","Manto Negro",NULL
442,"en","Montonico Bianco",NULL
443,"en","Manzoni",NULL
444,"en","Maréchal Foch",NULL
445,"en","Maria Gomes",NULL
446,"en","Maria Ordoña",NULL
447,"en","Marmajuelo",NULL
448,"en","Marqués",NULL
449,"en","Marzemina Bianca",NULL
450,"en","Mataro",NULL
451,"en","Matrassa",NULL
452,"en","Mauzac",NULL
453,"en","Mavro",NULL
454,"en","Mavrodaphne",NULL
455,"en","Mavro Neméas",NULL
456,"en","Mavroud",NULL
457,"en","Mavrud",NULL
458,"en","Mazuelo",NULL
459,"en","Melnik",NULL
460,"en","Melon",NULL
461,"en","Mencía",NULL
462,"en","Menu Pineau",NULL
463,"en","Merenzao",NULL
464,"en","Mérille",NULL
465,"en","Merlot Blanc",NULL
466,"en","Merseguera",NULL
467,"en","Meslier St-François",NULL
468,"en","Meunier",NULL
469,"en","Milgranet",NULL
470,"en","Miousat",NULL
471,"en","Misket Varnenski",NULL
472,"en","Mission",NULL
473,"en","Molette",NULL
474,"en","Molinara",NULL
475,"en","Moll",NULL
476,"en","Monastrell",NULL
477,"en","Mondeuse",NULL
478,"en","Mondeuse Blanche",NULL
479,"en","Monica",NULL
480,"en","Montù",NULL
481,"en","Morellone",NULL
482,"en","Moreto",NULL
483,"en","Morillon",NULL
484,"en","Morio-Muskat",NULL
485,"en","Moristel",NULL
486,"en","Morrastel",NULL
487,"en","Mortágua",NULL
488,"en","Moscadello",NULL
489,"en","Moscatel",NULL
490,"en","Moscatel de Alejandría",NULL
491,"en","Moscatel de Austria",NULL
492,"en","Moscatel Rosada",NULL
493,"en","Moscato",NULL
494,"en","Moscophilero",NULL
495,"en","Moster",NULL
496,"en","Mourisco Tinto",NULL
497,"en","Mouyssaguès",NULL
498,"en","Moza Fresca",NULL
499,"en","Müllerrebe",NULL
500,"en","Müller-Thurgau",NULL
501,"en","Muscadel",NULL
502,"en","Muscadelle",NULL
503,"en","Muscardin",NULL
504,"en","Muscat Bailey A",NULL
505,"en","Muscat Blanc à Petits Grains",NULL
506,"en","Muscat d'Alsace",NULL
507,"en","Muscat de Frontignan",NULL
508,"en","Muscat de Lunel",NULL
509,"en","Muscat Hamburg",NULL
510,"en","Muscat of Alexandria",NULL
511,"en","Muscat of Frontignan",NULL
512,"en","Muscat Ottonel",NULL
513,"en","Muscat Romain",NULL
514,"en","Muskateller",NULL
515,"en","Muskat-Ottonel",NULL
516,"en","Muskat-Silvaner",NULL
517,"en","Muskotály",NULL
518,"en","Nagyburgundi",NULL
519,"en","Nasco",NULL
520,"en","Negoska",NULL
521,"en","Negra de Madrid",NULL
522,"en","Negra Mole",NULL
523,"en","Négrette",NULL
524,"en","Neheleschol",NULL
525,"en","Nerello",NULL
526,"en","Neuburger",NULL
527,"en","Neyret",NULL
528,"en","Niagara",NULL
529,"en","Nieddera",NULL
530,"en","Nielluccio",NULL
531,"en","Nincusa",NULL
532,"en","Noah",NULL
533,"en","Noble Joué",NULL
534,"en","Nobling",NULL
535,"en","Norton",NULL
536,"en","Nosiola",NULL
537,"en","Nouvelle",NULL
538,"en","Nuragus",NULL
539,"en","Obaideh",NULL
540,"en","\"Œillade",NULL
541,"en","Olasz Rizling",NULL
542,"en","Ondarrabí",NULL
543,"en","Ondenc",NULL
544,"en","Optima",NULL
545,"en","Orange Muscat",NULL
546,"en","Orémus",NULL
547,"en","Orion",NULL
548,"en","Ormeasco",NULL
549,"en","Ortega",NULL
550,"en","Ortrugo",NULL
551,"en","Österreicher",NULL
552,"en","Ottavianello",NULL
553,"en","Paarl Riesling",NULL
554,"en","Pagadebit",NULL
555,"en","Païen",NULL
556,"en","País",NULL
557,"en","Palombina",NULL
558,"en","Palomino",NULL
559,"en","Pamid",NULL
560,"en","Pampanuto",NULL
561,"en","Pansa Blanca",NULL
562,"en","Pardina",NULL
563,"en","Parellada",NULL
564,"en","Parraleta",NULL
565,"en","Pascal Blanc",NULL
566,"en","Pascale di Cagliari",NULL
567,"en","Passerina",NULL
568,"en","Pecorino",NULL
569,"en","Pedernã",NULL
570,"en","Pedro Giménez",NULL
571,"en","Pedro Luis",NULL
572,"en","Pedro Ximénez",NULL
573,"en","Pelaverga",NULL
574,"en","Peloursin",NULL
575,"en","Per'e Palummo",NULL
576,"en","Periquita",NULL
577,"en","Perlan",NULL
578,"en","Perle",NULL
579,"en","Perricone",NULL
580,"en","Perrum",NULL
581,"en","Persan",NULL
582,"en","Petit Courbu",NULL
583,"en","Petite Arvine",NULL
584,"en","Petite Sirah",NULL
585,"en","Petit Manseng",NULL
586,"en","Petit Meslier",NULL
587,"en","Petit Pineau",NULL
588,"en","Petit Rhin",NULL
589,"en","Petit Rouge",NULL
590,"en","Peurion",NULL
591,"en","Phoenix",NULL
592,"en","picardan",NULL
593,"en","Picolit",NULL
594,"en","Picpoul",NULL
595,"en","Picutener",NULL
596,"en","Piedirosso",NULL
597,"en","Pigato",NULL
598,"en","Pignatello",NULL
599,"en","Pignerol",NULL
600,"en","Pignola Valtellinese",NULL
601,"en","Pignoletto",NULL
602,"en","Pignolo",NULL
603,"en","Pineau",NULL
604,"en","Pineau d'Aunis",NULL
605,"en","Pineau Menu",NULL
606,"en","Pinenc",NULL
607,"en","Pinot",NULL
608,"en","Pinot Beurot",NULL
609,"en","Pinot Bianco",NULL
610,"en","Pinot Blanc",NULL
611,"en","Pinot Blanco",NULL
612,"en","Pinot Chardonnay",NULL
613,"en","Pinot de la Loire",NULL
614,"en","Pinot Liébault",NULL
615,"en","Pinot Meunier",NULL
616,"en","Pinot Nero",NULL
617,"en","Pinot St George",NULL
618,"en","Piros Szlanka",NULL
619,"en","Planta Fina",NULL
620,"en","Planta Nova",NULL
621,"en","Plantet",NULL
622,"en","Plavac Mali",NULL
623,"en","Plavai",NULL
624,"en","Plavina",NULL
625,"en","Ploussard",NULL
626,"en","Pokdum",NULL
627,"en","Pollera Nera",NULL
628,"en","Pontac",NULL
629,"en","Portan",NULL
630,"en","Portugais",NULL
631,"en","Portugieser",NULL
632,"en","Poulsard",NULL
633,"en","Prensal",NULL
634,"en","Pressac",NULL
635,"en","Prieto Picudo",NULL
636,"en","Primaticcio",NULL
637,"en","Primitivo",NULL
638,"en","Prinç",NULL
639,"en","Procanico",NULL
640,"en","Prokupac",NULL
641,"en","Prosecco",NULL
642,"en","Prugnolo Gentile",NULL
643,"en","PX",NULL
644,"en","Rabo de Ovelha",NULL
645,"en","Raboso",NULL
646,"en","Raffiac",NULL
647,"en","Raisin Blanc",NULL
648,"en","raisins",NULL
649,"en","Rajinski Rizling",NULL
650,"en","Ramandolo",NULL
651,"en","Ramisco",NULL
652,"en","Ranina",NULL
653,"en","Räuschling",NULL
654,"en","Rebula",NULL
655,"en","Refosco dal Peduncolo Rosso",NULL
656,"en","Regent",NULL
657,"en","Regner",NULL
658,"en","Reichensteiner",NULL
659,"en","Rèze",NULL
660,"en","Rhein Riesling",NULL
661,"en","Rhoditis",NULL
662,"en","Ribolla",NULL
663,"en","Rieslaner",NULL
664,"en","Riesler",NULL
665,"en","Riesling Italico",NULL
666,"en","Riesling-Sylvaner",NULL
667,"en","Rivaner",NULL
668,"en","Rizling",NULL
669,"en","Rkatsiteli",NULL
670,"en","Robola",NULL
671,"en","Roditis Kokkinos",NULL
672,"en","Rolle",NULL
673,"en","Roman Muscat",NULL
674,"en","Romorantin",NULL
675,"en","Rondinella",NULL
676,"en","Rondo",NULL
677,"en","Roriz",NULL
678,"en","Rosana",NULL
679,"en","Rosenmuskateller",NULL
680,"en","Ro?ioara",NULL
681,"en","Rossese",NULL
682,"en","Rossignola",NULL
683,"en","Roter Traminer",NULL
684,"en","Roter Veltliner",NULL
685,"en","Rotgipfler",NULL
686,"en","Roublot",NULL
687,"en","Rouchalin",NULL
688,"en","Rouchet",NULL
689,"en","Rougeon",NULL
690,"en","Roupeiro",NULL
691,"en","Roussanne",NULL
692,"en","Roussette",NULL
693,"en","Royalty",NULL
694,"en","Rubin",NULL
695,"en","Rubired",NULL
696,"en","Ruchè",NULL
697,"en","Rufete",NULL
698,"en","\"Ruffiac",NULL
699,"en","Ruländer",NULL
700,"en","Ruzica",NULL
701,"en","Sacy",NULL
702,"en","Sagrantino",NULL
703,"en","St-Laurent",NULL
704,"en","St-Pierre Doré",NULL
705,"en","Salvagnin (Noir)",NULL
706,"en","Sämling 88",NULL
707,"en","Samsó",NULL
708,"en","Samtrot",NULL
709,"en","Sangiovese di Romagna",NULL
710,"en","Saperavi",NULL
711,"en","Sárfehér",NULL
712,"en","Sárga Muskotály",NULL
713,"en","Sauvignonasse",NULL
714,"en","Sauvignon Vert",NULL
715,"en","Savagnin",NULL
716,"en","Savagnin Noir",NULL
717,"en","Savatiano",NULL
718,"en","Scheurebe",NULL
719,"en","Schiava",NULL
720,"en","Schioppettino",NULL
721,"en","Schönburger",NULL
722,"en","Schwarzriesling",NULL
723,"en","Scuppernong",NULL
724,"en","Ségalin",NULL
725,"en","Seibel",NULL
726,"en","Sercial",NULL
727,"en","Servanin",NULL
728,"en","Seyval Blanc",NULL
729,"en","Seyve-Villard",NULL
730,"en","Shiroka Melnishka",NULL
731,"en","Sideritis",NULL
732,"en","Siegerrebe",NULL
733,"en","Silvaner",NULL
734,"en","Sirah",NULL
735,"en","Síria",NULL
736,"en","Smederevka",NULL
737,"en","Sousão",NULL
738,"en","South African Riesling",NULL
739,"en","Spanna",NULL
740,"en","Spätburgunder",NULL
741,"en","Spätrot",NULL
742,"en","Spergola",NULL
743,"en","Steen",NULL
744,"en","Straccia Cambiale",NULL
745,"en","Sultana",NULL
746,"en","Sumoll",NULL
747,"en","Susumaniello",NULL
748,"en","Svatovav??inecké",NULL
749,"en","Sylvaner",NULL
750,"en","Symphony",NULL
751,"en","Szürkebarát",NULL
752,"en","Talia",NULL
753,"en","Tamarez",NULL
754,"en","T?mâioasa",NULL
755,"en","Taminga",NULL
756,"en","Tamyanka",NULL
757,"en","Tarrango",NULL
758,"en","Tazzelenghe",NULL
759,"en","Téoulier",NULL
760,"en","Teran",NULL
761,"en","Teroldego",NULL
762,"en","Terrano",NULL
763,"en","Terrantez",NULL
764,"en","Terret",NULL
765,"en","Thiniatiko",NULL
766,"en","Thompson Seedless",NULL
767,"en","Tibouren",NULL
768,"en","Timorasso",NULL
769,"en","Tinta Amarela",NULL
770,"en","Tinta Barroca",NULL
771,"en","Tinta Caiada",NULL
772,"en","Tinta de Toro",NULL
773,"en","Tinta Francisca",NULL
774,"en","Tinta Miúda",NULL
775,"en","Tinta Negra Mole",NULL
776,"en","Tinta Pinheira",NULL
777,"en","Tinta Roriz",NULL
778,"en","Tinto Cão",NULL
779,"en","Tinto del Pais",NULL
780,"en","Tokay d‚Alsace",NULL
781,"en","Torbato",NULL
782,"en","Torontel",NULL
783,"en","Torrontés",NULL
784,"en","Tourbat",NULL
785,"en","Touriga",NULL
786,"en","Touriga Franca",NULL
787,"en","Touriga Nacional",NULL
788,"en","Trajadura",NULL
789,"en","Traminer",NULL
790,"en","Trbljan",NULL
791,"en","Trebbiano",NULL
792,"en","Trebbiano di Romagna",NULL
793,"en","Treixadura",NULL
794,"en","Trepat",NULL
795,"en","Tressallier",NULL
796,"en","Tressot",NULL
797,"en","Trincadeira",NULL
798,"en","Trincadeira das Pratas",NULL
799,"en","Triomphe (d'Alsace)",NULL
800,"en","Trollinger",NULL
801,"en","Trousseau",NULL
802,"en","Tsaoussi",NULL
803,"en","Tsolikauri",NULL
804,"en","Tyrian",NULL
805,"en","Ugni Blanc",NULL
806,"en","Ull de Llebre",NULL
807,"en","Uva Abruzzi",NULL
808,"en","Uva di Troia",NULL
809,"en","Uva Rara",NULL
810,"en","Vaccarèse",NULL
811,"en","Valdiguié",NULL
812,"en","Vav?inecke",NULL
813,"en","Veltliner",NULL
814,"en","Verdea",NULL
815,"en","Verdeca",NULL
816,"en","Verdejo",NULL
817,"en","Verdello",NULL
818,"en","Verdesse",NULL
819,"en","Verdiso",NULL
820,"en","Verdoncho",NULL
821,"en","Verduzzo",NULL
822,"en","Vermentino",NULL
823,"en","Vernaccia",NULL
824,"en","Vernatsch",NULL
825,"en","Vespaiola",NULL
826,"en","Vespolina",NULL
827,"en","Vidal",NULL
828,"en","Vien de Nus",NULL
829,"en","Vignoles",NULL
830,"en","Vijariego",NULL
831,"en","Vilana",NULL
832,"en","Vinhão",NULL
833,"en","Viosinho",NULL
834,"en","Vital",NULL
835,"en","Viura",NULL
836,"en","Volidza",NULL
837,"en","Vranac",NULL
838,"en","Weisser Riesling",NULL
839,"en","Welschriesling",NULL
840,"en","White French",NULL
841,"en","White Riesling",NULL
842,"en","Wildbacher",NULL
843,"en","Würzer",NULL
844,"en","Xante",NULL
845,"en","Xarel-lo",NULL
846,"en","Xinomavro",NULL
847,"en","Xynisteri",NULL
848,"en","Zala Gyöngye",NULL
849,"en","Zalema",NULL
850,"en","Zefir",NULL
851,"en","Zenit",NULL
852,"en","Zéta",NULL
853,"en","Zibibbo",NULL
854,"en","Zierfandler",NULL
855,"en","Zilavka",NULL
856,"en","Zweigelt",NULL
857,"zh","赤霞珠test",NULL
857,"en","test",NULL
